AoA,CL,CD,CMz
-4.0,-0.71178,0.066615,-0.051565
-2.75,-0.492043,0.034191,0.007254
-1.5,0.006883,0.008529,0.091504
-0.25,0.378365,0.017131,0.138799
1.0,0.605215,0.031878,0.170702
2.25,0.783856,0.051086,0.192045
3.5,0.971394,0.080156,0.225575
4.75,1.157883,0.120324,0.275617
6.0,1.29365,0.161017,0.307966
