AoA,CL,CD,CMz
-4.0,-0.402842,0.065066,0.017292
-2.75,-0.301652,0.046055,0.024182
-1.5,-0.072822,0.033146,0.070344
-0.25,0.173976,0.034895,0.11439
1.0,0.362602,0.045529,0.133125
2.25,0.518769,0.060515,0.143989
3.5,0.662511,0.079934,0.154559
4.75,0.798828,0.10352,0.165641
6.0,0.934108,0.133971,0.181677
